date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),OT
7/10/2019 19:00,37.133335,12.066667,29.2,1.0553334
7/10/2019 19:30,18.333334,5,15.8,0.542
7/10/2019 20:00,2.8,1.4,1.1333333,0
7/10/2019 20:30,0,0,0,0
7/10/2019 21:00,0,0,0,0
7/10/2019 21:30,0,0,0,0
7/10/2019 22:00,0,0,0,0
7/10/2019 22:30,0,0,0,0
7/10/2019 23:00,0,0,0,0
7/10/2019 23:30,0,0,0,0
7/11/2019 0:00,0,0,0,0
7/11/2019 0:30,0,0,0,0
7/11/2019 1:00,0,0,0,0
7/11/2019 1:30,0,0,0,0
7/11/2019 2:00,0,0,0,0
7/11/2019 2:30,0,0,0,0
7/11/2019 3:00,0,0,0,0
7/11/2019 3:30,0,0,0,0
7/11/2019 4:00,0,0,0,0
7/11/2019 4:30,0,0,0,0
7/11/2019 5:00,0,0,0,0
7/11/2019 5:30,0,0,0,0
7/11/2019 6:00,0,0,0,0
7/11/2019 6:30,0,0,0,0
7/11/2019 7:00,6.4666667,2.4,5.6,0.02
7/11/2019 7:30,33.133335,7.9333334,27.466667,0.962
7/11/2019 8:00,53.6,35.133335,45.666668,1.7046666
7/11/2019 8:30,138.2,77.666664,129.53334,4.4106665
7/11/2019 9:00,108.2,43.066666,93.333336,3.242
7/11/2019 9:30,237.06667,83.53333,202.06667,7.4066668
7/11/2019 10:00,262.4,79.6,219.8,8.045333
7/11/2019 10:30,295.33334,120.26667,223.6,9.362667
7/11/2019 11:00,291.6,77.86667,257.93332,9.4453335
7/11/2019 11:30,241.06667,54.666668,221,8.093333
7/11/2019 12:00,615.06665,581.6667,102.73333,18.926666
7/11/2019 12:30,596.4,547.2,99.6,17.213333
7/11/2019 13:00,682.8,596.93335,111.86667,19.505333
7/11/2019 13:30,754.2,665,125.8,20.374666
7/11/2019 14:00,839.26666,774,146.4,23.946667
7/11/2019 14:30,888.4667,850.26666,155.93333,24.765333
7/11/2019 15:00,636.5333,594.6667,101.666664,17.562666
7/11/2019 15:30,635.2,689.2,108.46667,18.098
7/11/2019 16:00,518.4,568.73334,85.933334,14.01
7/11/2019 16:30,567.73334,682,91.8,15.356
7/11/2019 17:00,207.8,52.8,174.73334,6.3246665
7/11/2019 17:30,98.8,25.133333,75.86667,2.992
7/11/2019 18:00,75.86667,34.933334,61.666668,2.318
7/11/2019 18:30,75.8,48.533333,73.46667,2.3933334
7/11/2019 19:00,8.2,2,8.8,0.35133332
7/11/2019 19:30,6.4,2.8666666,3,0.096666664
7/11/2019 20:00,0,0,0,0
7/11/2019 20:30,0,0,0,0
7/11/2019 21:00,0,0,0,0
7/11/2019 21:30,0,0,0,0
7/11/2019 22:00,0,0,0,0
7/11/2019 22:30,0,0,0,0
7/11/2019 23:00,0,0,0,0
7/11/2019 23:30,0,0,0,0
7/12/2019 0:00,0,0,0,0
7/12/2019 0:30,0,0,0,0
7/12/2019 1:00,0,0,0,0
7/12/2019 1:30,0,0,0,0
7/12/2019 2:00,0,0,0,0
7/12/2019 2:30,0,0,0,0
7/12/2019 3:00,0,0,0,0
7/12/2019 3:30,0,0,0,0
7/12/2019 4:00,0,0,0,0
7/12/2019 4:30,0,0,0,0
7/12/2019 5:00,0,0,0,0
7/12/2019 5:30,0,0,0,0
7/12/2019 6:00,0,0,0,0
7/12/2019 6:30,0,0,0,0
7/12/2019 7:00,16.2,4.266667,13.666667,0.43066666
7/12/2019 7:30,57.266666,58,48.866665,1.7186667
7/12/2019 8:00,121.666664,92.4,111.86667,3.884
7/12/2019 8:30,90.2,46.4,79.066666,2.83
7/12/2019 9:00,189.86667,85.333336,172.13333,6.122667
7/12/2019 9:30,279.53333,141.4,216.06667,8.728666
7/12/2019 10:00,460.66666,475.53333,58.133335,14.030666
7/12/2019 10:30,277.93332,67.53333,234.26666,8.751333
7/12/2019 11:00,449.06668,460.13333,90.2,14.732667
7/12/2019 11:30,535.06665,509.33334,86.46667,15.834
7/12/2019 12:00,630.4,564.8,101.6,18.482666
7/12/2019 12:30,687.93335,586.73334,107,21.698
7/12/2019 13:00,960.06665,844.93335,161.33333,25.620667
7/12/2019 13:30,600.86664,528.86664,97,17.962667
7/12/2019 14:00,918.4,818.2,150.26666,24.449333
7/12/2019 14:30,586.26666,518.5333,93.46667,16.548666
7/12/2019 15:00,666.5333,627.3333,110.26667,19.544666
7/12/2019 15:30,394.6,293.13333,138.4,11.832666
7/12/2019 16:00,401.26666,455.06668,65.73333,12.125334
7/12/2019 16:30,229.06667,58.733334,216.4,7.128
7/12/2019 17:00,119.6,30.333334,108.066666,3.7286668
7/12/2019 17:30,42.733334,7.866667,32.4,1.4753333
7/12/2019 18:00,24.666666,3.7333333,16.533333,0.8933333
7/12/2019 18:30,69.73333,38.466667,58.466667,2.3746667
7/12/2019 19:00,61.266666,41.133335,52,2.0373333
7/12/2019 19:30,36.8,6,33.4,1.2393334
7/12/2019 20:00,5.3333335,0.2,5.9333334,0.186
7/12/2019 20:30,0,0,0,0
7/12/2019 21:00,0,0,0,0
7/12/2019 21:30,0,0,0,0
7/12/2019 22:00,0,0,0,0
7/12/2019 22:30,0,0,0,0
7/12/2019 23:00,0,0,0,0
7/12/2019 23:30,0,0,0,0
7/13/2019 0:00,0,0,0,0
7/13/2019 0:30,0,0,0,0
7/13/2019 1:00,0,0,0,0
7/13/2019 1:30,0,0,0,0
7/13/2019 2:00,0,0,0,0
7/13/2019 2:30,0,0,0,0
7/13/2019 3:00,0,0,0,0
7/13/2019 3:30,0,0,0,0
7/13/2019 4:00,0,0,0,0
7/13/2019 4:30,0,0,0,0
7/13/2019 5:00,0,0,0,0
7/13/2019 5:30,0,0,0,0
7/13/2019 6:00,0,0,0,0
7/13/2019 6:30,0,0,0,0
7/13/2019 7:00,2.0666666,1.1333333,1.1333333,0.026
7/13/2019 7:30,32.866665,8.066667,26.4,0.9946667
7/13/2019 8:00,39.2,8.266666,32.733334,1.316
7/13/2019 8:30,76.6,32.266666,64.933334,2.4786668
7/13/2019 9:00,114.2,44.333332,101.066666,3.8053334
7/13/2019 9:30,134.13333,49.6,122.666664,4.2613335
7/13/2019 10:00,149.6,46.933334,130,4.8293333
7/13/2019 10:30,256.33334,60.733334,211.13333,8.381333
7/13/2019 11:00,430.06668,380.33334,108.666664,13.276667
7/13/2019 11:30,468.73334,446.53333,70.53333,14.091333
7/13/2019 12:00,538.73334,484.66666,85,15.481334
7/13/2019 12:30,314.73334,62.733334,261.33334,9.868667
7/13/2019 13:00,326.46667,61.333332,259.66666,10.236667
7/13/2019 13:30,421.06668,340.8,78.666664,13.003333
7/13/2019 14:00,429.06668,363.33334,100.333336,12.699333
7/13/2019 14:30,326,202.93333,171.86667,10.442
7/13/2019 15:00,335.07144,134,218.64285,10.184
7/13/2019 15:30,329.86667,78.666664,276.93332,10.252
7/13/2019 16:00,230.06667,55.466667,187.13333,6.964
7/13/2019 16:30,73.333336,18.6,55.666668,2.4126666
7/13/2019 17:00,206.73334,64.46667,176.53334,6.846
7/13/2019 17:30,241.6,89.2,201.73334,7.4826665
7/13/2019 18:00,126.8,53.666668,100.86667,3.8233333
7/13/2019 18:30,51.933334,24.133333,42.6,1.616
7/13/2019 19:00,40.4,14.466666,29.8,1.168
7/13/2019 19:30,4.9333334,2,3,0.06333333
7/13/2019 20:00,0.8,0.26666668,0,0.010666667
7/13/2019 20:30,0,0,0,0
7/13/2019 21:00,0,0,0,0
7/13/2019 21:30,0,0,0,0
7/13/2019 22:00,0,0,0,0
7/13/2019 22:30,0,0,0,0
7/13/2019 23:00,0,0,0,0
7/13/2019 23:30,0,0,0,0
7/14/2019 0:00,0,0,0,0
7/14/2019 0:30,0,0,0,0
7/14/2019 1:00,0,0,0,0
7/14/2019 1:30,0,0,0,0
7/14/2019 2:00,0,0,0,0
7/14/2019 2:30,0,0,0,0
7/14/2019 3:00,0,0,0,0
7/14/2019 3:30,0,0,0,0
7/14/2019 4:00,0,0,0,0
7/14/2019 4:30,0,0,0,0
7/14/2019 5:00,0,0,0,0
7/14/2019 5:30,0,0,0,0
7/14/2019 6:00,0,0,0,0
7/14/2019 6:30,0,0,0,0
7/14/2019 7:00,11,3.5333333,7.9333334,0.208
7/14/2019 7:30,14.266666,4,10,0.35933334
7/14/2019 8:00,30.333334,7.6666665,24.933332,0.89266664
7/14/2019 8:30,63,33.933334,56.066666,1.9893334
7/14/2019 9:00,122.333336,55.133335,101.4,3.642
7/14/2019 9:30,157.66667,56,135.2,4.72
7/14/2019 10:00,167.53334,51,144.06667,5.3213334
7/14/2019 10:30,164.73334,42.133335,129.4,5.4453335
7/14/2019 11:00,314.2,137.46666,227.06667,9.590667
7/14/2019 11:30,450,393.4,120.4,12.397333
7/14/2019 12:00,512,464.13333,80.933334,15.804
7/14/2019 12:30,574.4667,509.13333,93.066666,18.440666
7/14/2019 13:00,556.93335,505.53333,90.73333,20.184668
7/14/2019 13:30,686.6667,481.13333,240.06667,23.81
7/14/2019 14:00,757.06665,626.4,225.33333,24.714
7/14/2019 14:30,729.93335,685.2,122.6,21.661333
7/14/2019 15:00,441.4,436.6,71.333336,12.924666
7/14/2019 15:30,852.86664,757.2,237.2,23.185333
7/14/2019 16:00,409.2,296.86667,174.6,11.522
7/14/2019 16:30,368.2,227.4,214.73334,10.751333
7/14/2019 17:00,420.73334,454.26666,141.13333,11.682
7/14/2019 17:30,259.26666,117.2,215.6,7.607333
7/14/2019 18:00,207.53334,108.666664,172.46666,6.064
7/14/2019 18:30,122.73333,60.466667,111.4,3.602
7/14/2019 19:00,65.86667,44.2,52.533333,1.91
7/14/2019 19:30,37.333332,18.666666,30.666666,1.054
7/14/2019 20:00,0.93333334,0.26666668,0.13333334,0.005333333
7/14/2019 20:30,0,0,0,0
7/14/2019 21:00,0,0,0,0
7/14/2019 21:30,0,0,0,0
7/14/2019 22:00,0,0,0,0
7/14/2019 22:30,0,0,0,0
7/14/2019 23:00,0,0,0,0
7/14/2019 23:30,0,0,0,0
7/15/2019 0:00,0,0,0,0
7/15/2019 0:30,0,0,0,0
7/15/2019 1:00,0,0,0,0
7/15/2019 1:30,0,0,0,0
7/15/2019 2:00,0,0,0,0
7/15/2019 2:30,0,0,0,0
7/15/2019 3:00,0,0,0,0
7/15/2019 3:30,0,0,0,0
7/15/2019 4:00,0,0,0,0
7/15/2019 4:30,0,0,0,0
7/15/2019 5:00,0,0,0,0
7/15/2019 5:30,0,0,0,0
7/15/2019 6:00,0,0,0,0
7/15/2019 6:30,0,0,0,0
7/15/2019 7:00,0.73333335,0.33333334,0.2,0
7/15/2019 7:30,25.666666,6.4,21.533333,0.734
7/15/2019 8:00,81.8,47,74.86667,2.494
7/15/2019 8:30,122.066666,54.266666,109.6,3.7646666
7/15/2019 9:00,174.93333,113.73333,137.46666,5.392667
7/15/2019 9:30,251.26666,137.86667,196.8,7.442
7/15/2019 10:00,426.26666,65.53333,193.93333,12.719334
7/15/2019 10:30,473.8,101.13333,236.53334,13.699333
7/15/2019 11:00,519.5333,406.66666,219.46666,15.197333
7/15/2019 11:30,609.73334,592.6667,100.73333,17.24
7/15/2019 12:00,623,588.2,103.666664,18.185333
7/15/2019 12:30,636.3333,592.8,108.333336,18.609333
7/15/2019 13:00,829.4667,776.4667,146.13333,23.953333
7/15/2019 13:30,1049.7333,920.93335,267.13333,27.201334
7/15/2019 14:00,998.13336,894.4,222.26666,27.303333
7/15/2019 14:30,895.8,714.3333,269.8,23.996
7/15/2019 15:00,891.13336,774.6,257.86667,23.364666
7/15/2019 15:30,913.93335,804.4,271.53333,23.649334
7/15/2019 16:00,467.4,345.26666,221.73334,15.398
7/15/2019 16:30,666,777.5333,138.06667,17.840666
7/15/2019 17:00,678.4667,734.3333,246.4,17.287333
7/15/2019 17:30,495.06668,646.4667,216.13333,13.0546665
7/15/2019 18:00,268.8,341.86667,172.33333,7.1553335
7/15/2019 18:30,165.13333,282.73334,129.73334,4.94
7/15/2019 19:00,38.866665,10.666667,29.4,1.0226667
7/15/2019 19:30,16.133333,4.4,10.266666,0.398
7/15/2019 20:00,1.8,0.93333334,1,0.005333333
7/15/2019 20:30,0,0,0,0
7/15/2019 21:00,0,0,0,0
7/15/2019 21:30,0,0,0,0
7/15/2019 22:00,0,0,0,0
7/15/2019 22:30,0,0,0,0
7/15/2019 23:00,0,0,0,0
7/15/2019 23:30,0,0,0,0
7/16/2019 0:00,0,0,0,0
7/16/2019 0:30,0,0,0,0
7/16/2019 1:00,0,0,0,0
7/16/2019 1:30,0,0,0,0
7/16/2019 2:00,0,0,0,0
7/16/2019 2:30,0,0,0,0
7/16/2019 3:00,0,0,0,0
7/16/2019 3:30,0,0,0,0
7/16/2019 4:00,0,0,0,0
7/16/2019 4:30,0,0,0,0
7/16/2019 5:00,0,0,0,0
7/16/2019 5:30,0,0,0,0
7/16/2019 6:00,0,0,0,0
7/16/2019 6:30,0,0,0,0
7/16/2019 7:00,16,4.0666666,13.466666,0.43066666
7/16/2019 7:30,61.133335,333.93332,41.8,1.622
7/16/2019 8:00,98.066666,382.8,63.8,3.258
7/16/2019 8:30,179.93333,485.73334,94.46667,6.021333
7/16/2019 9:00,325.86667,691.06665,116.53333,9.602667
7/16/2019 9:30,410.6,434.26666,216.26666,11.533334
7/16/2019 10:00,381.53333,99.73333,257.06668,11.522667
7/16/2019 10:30,363,245.86667,172.46666,10.08
7/16/2019 11:00,359.46667,260.33334,164.93333,11.253333
7/16/2019 11:30,428.53333,376.6,118.6,16.503334
7/16/2019 12:00,390.8,309.4,143.33333,12.125334
7/16/2019 12:30,973.73334,852.6,224.8,25.499332
7/16/2019 13:00,813.86664,700.2,197.4,24.830667
7/16/2019 13:30,879.3333,767.86664,181.2,22.650667
7/16/2019 14:00,861.06665,767.73334,192.46666,23.708
7/16/2019 14:30,884.6,769.4667,217.8,21.318
7/16/2019 15:00,319.26666,113.73333,245.13333,12.689333
7/16/2019 15:30,610.13336,531.13336,209.66667,20.185333
7/16/2019 16:00,790.06665,829.5333,195.66667,21.720667
7/16/2019 16:30,431.93332,375.13333,173.53334,13.412666
7/16/2019 17:00,620.2,639,226.66667,15.982667
7/16/2019 17:30,418.86667,486.2,200,10.527333
7/16/2019 18:00,353.13333,516.06665,205.66667,10.304
7/16/2019 18:30,259,430,186.46666,8.062667
7/16/2019 19:00,167.66667,450.2,132.4,5.06
7/16/2019 19:30,69.4,172.53334,57.4,1.8086667
7/16/2019 20:00,4.133333,1.0666667,1.7333333,0.031333335
7/16/2019 20:30,0,0,0,0
7/16/2019 21:00,0,0,0,0
7/16/2019 21:30,0,0,0,0
7/16/2019 22:00,0,0,0,0
7/16/2019 22:30,0,0,0,0
7/16/2019 23:00,0,0,0,0
7/16/2019 23:30,0,0,0,0
7/17/2019 0:00,0,0,0,0
7/17/2019 0:30,0,0,0,0
7/17/2019 1:00,0,0,0,0
7/17/2019 1:30,0,0,0,0
7/17/2019 2:00,0,0,0,0
7/17/2019 2:30,0,0,0,0
7/17/2019 3:00,0,0,0,0
7/17/2019 3:30,0,0,0,0
7/17/2019 4:00,0,0,0,0
7/17/2019 4:30,0,0,0,0
7/17/2019 5:00,0,0,0,0
7/17/2019 5:30,0,0,0,0
7/17/2019 6:00,0,0,0,0
7/17/2019 6:30,0,0,0,0
7/17/2019 7:00,0,0,0,0
7/17/2019 7:30,8.333333,3.6666667,4.133333,0.21066667
7/17/2019 8:00,29.066668,8.333333,24.2,0.944
7/17/2019 8:30,111.2,77.8,112.6,3.7186666
7/17/2019 9:00,138.26666,59.533333,150.06667,4.536
7/17/2019 9:30,151.6,56.333332,159.6,5.0586667
7/17/2019 10:00,215.53334,47.933334,197.13333,7.164
7/17/2019 10:30,369.46667,104.333336,246,11.624
7/17/2019 11:00,386.86667,416.53333,61.4,11.646
7/17/2019 11:30,620.86664,619.2,105.26667,17.532
7/17/2019 12:00,827.06665,730.73334,234.06667,23.824
7/17/2019 12:30,857.2,681.8,255.93333,22.934
7/17/2019 13:00,985.73334,810.6667,262.2,25.274
7/17/2019 13:30,924.86664,777.6,215.2,25.682
7/17/2019 14:00,915.13336,844.2,171.53334,25.482
7/17/2019 14:30,906,859.13336,176.2,25.031334
7/17/2019 15:00,846.86664,848.26666,147.46666,23.764668
7/17/2019 15:30,794.6,813.6667,154.13333,21.982666
7/17/2019 16:00,723,750.3333,156.33333,19.308666
7/17/2019 16:30,677.6,725,147.66667,18.452667
7/17/2019 17:00,656,741.86664,177,16.556667
7/17/2019 17:30,481.8,601.6,207.73334,12.911333
7/17/2019 18:00,226.66667,356.46667,130.86667,6.4593334
7/17/2019 18:30,156.33333,348.66666,104,4.5593333
7/17/2019 19:00,64.4,162.2,47.066666,1.8673333
7/17/2019 19:30,34.333332,77.666664,25.8,0.98466665
7/17/2019 20:00,10.6,2.1333334,9.066667,0.27066666
7/17/2019 20:30,0,0,0,0
7/17/2019 21:00,0,0,0,0
7/17/2019 21:30,0,0,0,0
7/17/2019 22:00,0,0,0,0
7/17/2019 22:30,0,0,0,0
7/17/2019 23:00,0,0,0,0
7/17/2019 23:30,0,0,0,0
7/18/2019 0:00,0,0,0,0
7/18/2019 0:30,0,0,0,0
7/18/2019 1:00,0,0,0,0
7/18/2019 1:30,0,0,0,0
7/18/2019 2:00,0,0,0,0
7/18/2019 2:30,0,0,0,0
7/18/2019 3:00,0,0,0,0
7/18/2019 3:30,0,0,0,0
7/18/2019 4:00,0,0,0,0
7/18/2019 4:30,0,0,0,0
7/18/2019 5:00,0,0,0,0
7/18/2019 5:30,0,0,0,0
7/18/2019 6:00,0,0,0,0
7/18/2019 6:30,0,0,0,0
7/18/2019 7:00,8.533334,2.8666666,5.6666665,0.16333333
7/18/2019 7:30,29.4,9.666667,23.8,0.8106667
7/18/2019 8:00,78.46667,378.13333,50.266666,2.6353333
7/18/2019 8:30,155.06667,567.4667,63.933334,5.4533334
7/18/2019 9:00,190.06667,345.2,108.6,7.0273333
7/18/2019 9:30,325.26666,190.86667,258.4,9.748
7/18/2019 10:00,513,58.466667,152.06667,14.875334
7/18/2019 10:30,670.5333,62.133335,119.6,18.094667
7/18/2019 11:00,723.4,812.4667,125.8,20.272
7/18/2019 11:30,765.86664,797.26666,135.73334,21.980667
7/18/2019 12:00,824.13336,799.8,140,23.452667
7/18/2019 12:30,888.6,836.6667,138.6,24.575333
7/18/2019 13:00,919.26666,842.8,152.06667,24.382668
7/18/2019 13:30,926.26666,868.6,131.4,25.164667
7/18/2019 14:00,923,879.4,140.33333,25.232666
7/18/2019 14:30,872.4667,883.86664,119.73333,24.198668
7/18/2019 15:00,827.6667,865.06665,114.333336,23.264668
7/18/2019 15:30,800.8,865.93335,122.2,22.111334
7/18/2019 16:00,714.26666,787.6667,126.2,19.45
7/18/2019 16:30,734.4,807.73334,135.86667,18.906
7/18/2019 17:00,670.5333,656.86664,255.66667,17.630667
7/18/2019 17:30,308.4,194.4,232.4,8.939333
7/18/2019 18:00,183.06667,115.73333,161.06667,5.5746665
7/18/2019 18:30,126.4,73.46667,117,3.8166666
7/18/2019 19:00,87.53333,94.53333,76.13333,2.582
7/18/2019 19:30,43.533333,45.866665,39.133335,1.2133334
7/18/2019 20:00,5.8,1.7333333,4.733333,0.09266666
7/18/2019 20:30,0,0,0,0
7/18/2019 21:00,0,0,0,0
7/18/2019 21:30,0,0,0,0
7/18/2019 22:00,0,0,0,0
7/18/2019 22:30,0,0,0,0
7/18/2019 23:00,0,0,0,0
7/18/2019 23:30,0,0,0,0
7/19/2019 0:00,0,0,0,0
7/19/2019 0:30,0,0,0,0
7/19/2019 1:00,0,0,0,0
7/19/2019 1:30,0,0,0,0
7/19/2019 2:00,0,0,0,0
7/19/2019 2:30,0,0,0,0
7/19/2019 3:00,0,0,0,0
7/19/2019 3:30,0,0,0,0
7/19/2019 4:00,0,0,0,0
7/19/2019 4:30,0,0,0,0
7/19/2019 5:00,0,0,0,0
7/19/2019 5:30,0,0,0,0
7/19/2019 6:00,0,0,0,0
7/19/2019 6:30,0,0,0,0
7/19/2019 7:00,0,0,0,0
7/19/2019 7:30,0,0,0,0
7/19/2019 8:00,5.266667,2.3333333,2.7333333,0
7/19/2019 8:30,19.466667,5.4,14.8,0.59066665
7/19/2019 9:00,42,10.666667,34.133335,1.3133334
7/19/2019 9:30,78.46667,28,65.6,2.4153333
7/19/2019 10:00,54.733334,16.533333,46.666668,2.0673332
7/19/2019 10:30,77.6,20,62.266666,2.6206667
7/19/2019 11:00,118.4,28.333334,106.066666,3.87
7/19/2019 11:30,80.6,19.266666,66.86667,2.4793334
7/19/2019 12:00,85.2,18.933332,70.933334,3.5546668
7/19/2019 12:30,205.6,44,170.8,9.293333
7/19/2019 13:00,357.26666,338.6,59.266666,11.151334
7/19/2019 13:30,284.6,49.733334,227.13333,9.215333
7/19/2019 14:00,312.53333,63.533333,263.6,10.322
7/19/2019 14:30,239.33333,45.333332,198.33333,9.341333
7/19/2019 15:00,328.14285,76.64286,270.14285,10.459333
7/19/2019 15:30,460.93332,470.26666,74.86667,14.159333
7/19/2019 16:00,403,286.8,182.53334,12.498
7/19/2019 16:30,294.8,73.53333,237.73334,8.991333
7/19/2019 17:00,199.4,50.733334,163.33333,6.1653333
7/19/2019 17:30,157.2,54.466667,138.06667,4.9593334
7/19/2019 18:00,107.73333,43.333332,104.4,3.5326667
7/19/2019 18:30,162.93333,222.8,125.066666,5.716
7/19/2019 19:00,66.6,60.066666,51.466667,2.1006668
7/19/2019 19:30,21.266666,6.0666666,16.533333,0.58533335
7/19/2019 20:00,0,0,0,0
7/19/2019 20:30,0,0,0,0
7/19/2019 21:00,0,0,0,0
7/19/2019 21:30,0,0,0,0
7/19/2019 22:00,0,0,0,0
7/19/2019 22:30,0,0,0,0
7/19/2019 23:00,0,0,0,0
7/19/2019 23:30,0,0,0,0
7/20/2019 0:00,0,0,0,0
7/20/2019 0:30,0,0,0,0
7/20/2019 1:00,0,0,0,0
7/20/2019 1:30,0,0,0,0
7/20/2019 2:00,0,0,0,0
7/20/2019 2:30,0,0,0,0
7/20/2019 3:00,0,0,0,0
7/20/2019 3:30,0,0,0,0
7/20/2019 4:00,0,0,0,0
7/20/2019 4:30,0,0,0,0
7/20/2019 5:00,0,0,0,0
7/20/2019 5:30,0,0,0,0
7/20/2019 6:00,0,0,0,0
7/20/2019 6:30,0,0,0,0
7/20/2019 7:00,0.8666667,0.73333335,0.33333334,0
7/20/2019 7:30,13.2,3.7333333,11,0.35866666
7/20/2019 8:00,43.733334,25.466667,39.266666,1.2826667
7/20/2019 8:30,91.333336,53.6,77,2.8233333
7/20/2019 9:00,136.6,60,112.066666,3.93
7/20/2019 9:30,98.73333,30.533333,81.86667,3.2193334
7/20/2019 10:00,154.13333,42.933334,136.33333,6.489333
7/20/2019 10:30,192.53334,52.266666,151.66667,6.622667
7/20/2019 11:00,302.66666,84.53333,241.86667,9.341333
7/20/2019 11:30,209.2,40.666668,162.33333,7.2153335
7/20/2019 12:00,205.86667,46.533333,167.4,6.502
7/20/2019 12:30,323.46667,85.933334,271.2,10.410666
7/20/2019 13:00,304.4,113.933334,224.93333,11.681334
7/20/2019 13:30,611.06665,542.73334,101.13333,18.056667
7/20/2019 14:00,269.4,66.86667,207.26666,8.508
7/20/2019 14:30,252.13333,37.2,190.2,8.074667
7/20/2019 15:00,373.66666,252.26666,166.2,11.272
7/20/2019 15:30,140.66667,20.533333,111.6,4.6986666
7/20/2019 16:00,77.066666,19.066668,73.53333,2.5966666
7/20/2019 16:30,55.533333,12.666667,55.266666,1.7926667
7/20/2019 17:00,61.4,17.8,64.066666,1.8893334
7/20/2019 17:30,163.13333,58.2,158.73334,4.7833333
7/20/2019 18:00,209.8,202.2,162.33333,6.4746666
7/20/2019 18:30,132.33333,72.26667,97.2,3.9293334
7/20/2019 19:00,45.8,26.4,42.933334,1.5653334
7/20/2019 19:30,10.266666,3.1333334,5.5333333,0.17333333
7/20/2019 20:00,0,0,0,0
7/20/2019 20:30,0,0,0,0
7/20/2019 21:00,0,0,0,0
7/20/2019 21:30,0,0,0,0
7/20/2019 22:00,0,0,0,0
7/20/2019 22:30,0,0,0,0
7/20/2019 23:00,0,0,0,0
7/20/2019 23:30,0,0,0,0
7/21/2019 0:00,0,0,0,0
7/21/2019 0:30,0,0,0,0
7/21/2019 1:00,0,0,0,0
7/21/2019 1:30,0,0,0,0
7/21/2019 2:00,0,0,0,0
7/21/2019 2:30,0,0,0,0
7/21/2019 3:00,0,0,0,0
7/21/2019 3:30,0,0,0,0
7/21/2019 4:00,0,0,0,0
7/21/2019 4:30,0,0,0,0
7/21/2019 5:00,0,0,0,0
7/21/2019 5:30,0,0,0,0
7/21/2019 6:00,0,0,0,0
7/21/2019 6:30,0,0,0,0
7/21/2019 7:00,17.8,5.2,14.933333,0.456
7/21/2019 7:30,57.2,284.6,46.666668,1.5046667
7/21/2019 8:00,81,508.53333,53.866665,2.7993333
7/21/2019 8:30,141.2,301.86667,96.4,3.7426667
7/21/2019 9:00,269.06668,268,199.93333,6.536
7/21/2019 9:30,183.4,62.8,167.6,6.74
7/21/2019 10:00,139.8,38.666668,120.46667,6.0206666
7/21/2019 10:30,276,73.2,208.86667,7.832667
7/21/2019 11:00,323.86667,113,267.6,10.085333
7/21/2019 11:30,667.2,654.8,109.46667,20.506666
7/21/2019 12:00,397.53333,297.26666,140,20.338667
7/21/2019 12:30,734.73334,567.4,255.33333,23.545334
7/21/2019 13:00,336.6,204.06667,170.6,10.759334
7/21/2019 13:30,849,779.13336,145.86667,24.644667
7/21/2019 14:00,831.86664,685.86664,258.93332,23.923334
7/21/2019 14:30,671.13336,519.06665,250.13333,19.221333
7/21/2019 15:00,629.6667,568.6,150.6,18.366667
7/21/2019 15:30,431,379.66666,96.46667,15.175333
7/21/2019 16:00,646.4667,627.26666,167,17.663334
7/21/2019 16:30,734.4667,748.06665,179.06667,19.309334
7/21/2019 17:00,312.8,203.6,212.86667,9.904667
7/21/2019 17:30,326.13333,230.26666,220.86667,9.453333
7/21/2019 18:00,277.13333,250.33333,202.13333,8.522
7/21/2019 18:30,158.53334,139.33333,130.6,4.878
7/21/2019 19:00,104.6,134.46666,95.46667,3.2893333
7/21/2019 19:30,54.6,130.86667,47,1.6706667
7/21/2019 20:00,4.4666667,1.3333334,2.4,0.082
7/21/2019 20:30,0,0,0,0
7/21/2019 21:00,0,0,0,0
7/21/2019 21:30,0,0,0,0
7/21/2019 22:00,0,0,0,0
7/21/2019 22:30,0,0,0,0
7/21/2019 23:00,0,0,0,0
7/21/2019 23:30,0,0,0,0
7/22/2019 0:00,0,0,0,0
7/22/2019 0:30,0,0,0,0
7/22/2019 1:00,0,0,0,0
7/22/2019 1:30,0,0,0,0
7/22/2019 2:00,0,0,0,0
7/22/2019 2:30,0,0,0,0
7/22/2019 3:00,0,0,0,0
7/22/2019 3:30,0,0,0,0
7/22/2019 4:00,0,0,0,0
7/22/2019 4:30,0,0,0,0
7/22/2019 5:00,0,0,0,0
7/22/2019 5:30,0,0,0,0
7/22/2019 6:00,0,0,0,0
7/22/2019 6:30,0,0,0,0
7/22/2019 7:00,1.3333334,0.73333335,0.2,0
7/22/2019 7:30,22.533333,5.8,18.2,0.616
7/22/2019 8:00,74.86667,56,61.866665,2.2353334
7/22/2019 8:30,103.666664,54.466667,89.2,3.134
7/22/2019 9:00,117.13333,50.533333,99.53333,3.6166666
7/22/2019 9:30,100.933334,40.266666,81.333336,3.0773335
7/22/2019 10:00,159,48.533333,138.4,5.104
7/22/2019 10:30,140,34.466667,113.933334,4.488
7/22/2019 11:00,183.53334,47.533333,152.4,5.7813334
7/22/2019 11:30,340.13333,159.93333,216.86667,10.381333
7/22/2019 12:00,483,469.06668,77.6,14.607333
